Date,Borderpoint,Exit,Entry,Gas Trade Flow(Million cubic metres
01/01/2018,Vlieghuis (RWE),Netherlands,Germany,38
02/01/2018,Vlieghuis (RWE),Netherlands,Germany,72
03/01/2018,Vlieghuis (RWE),Netherlands,Germany,51
04/01/2018,Vlieghuis (RWE),Netherlands,Germany,9
05/01/2018,Vlieghuis (RWE),Netherlands,Germany,3
06/01/2018,Vlieghuis (RWE),Netherlands,Germany,23
07/01/2018,Vlieghuis (RWE),Netherlands,Germany,79
08/01/2018,Vlieghuis (RWE),Netherlands,Germany,96
09/01/2018,Vlieghuis (RWE),Netherlands,Germany,39
10/01/2018,Vlieghuis (RWE),Netherlands,Germany,66
11/01/2018,Vlieghuis (RWE),Netherlands,Germany,94
12/01/2018,Vlieghuis (RWE),Netherlands,Germany,83
01/01/2019,Vlieghuis (RWE),Netherlands,Germany,N/A
02/01/2019,Vlieghuis (RWE),Netherlands,Germany,N/A
03/01/2019,Vlieghuis (RWE),Netherlands,Germany,N/A
04/01/2019,Vlieghuis (RWE),Netherlands,Germany,N/A
05/01/2019,Vlieghuis (RWE),Netherlands,Germany,N/A
06/01/2019,Vlieghuis (RWE),Netherlands,Germany,N/A
07/01/2019,Vlieghuis (RWE),Netherlands,Germany,N/A
08/01/2019,Vlieghuis (RWE),Netherlands,Germany,N/A
09/01/2019,Vlieghuis (RWE),Netherlands,Germany,N/A
10/01/2019,Vlieghuis (RWE),Netherlands,Germany,N/A
11/01/2019,Vlieghuis (RWE),Netherlands,Germany,N/A
12/01/2019,Vlieghuis (RWE),Netherlands,Germany,N/A
01/01/2020,Vlieghuis (RWE),Netherlands,Germany,N/A
02/01/2020,Vlieghuis (RWE),Netherlands,Germany,N/A
03/01/2020,Vlieghuis (RWE),Netherlands,Germany,N/A
04/01/2020,Vlieghuis (RWE),Netherlands,Germany,N/A
05/01/2020,Vlieghuis (RWE),Netherlands,Germany,N/A
06/01/2020,Vlieghuis (RWE),Netherlands,Germany,N/A
07/01/2020,Vlieghuis (RWE),Netherlands,Germany,N/A
08/01/2020,Vlieghuis (RWE),Netherlands,Germany,N/A
09/01/2020,Vlieghuis (RWE),Netherlands,Germany,N/A
10/01/2020,Vlieghuis (RWE),Netherlands,Germany,N/A
11/01/2020,Vlieghuis (RWE),Netherlands,Germany,N/A
12/01/2020,Vlieghuis (RWE),Netherlands,Germany,N/A
01/01/2021,Vlieghuis (RWE),Netherlands,Germany,N/A
02/01/2021,Vlieghuis (RWE),Netherlands,Germany,N/A
03/01/2021,Vlieghuis (RWE),Netherlands,Germany,N/A
04/01/2021,Vlieghuis (RWE),Netherlands,Germany,N/A
05/01/2021,Vlieghuis (RWE),Netherlands,Germany,N/A
06/01/2021,Vlieghuis (RWE),Netherlands,Germany,N/A
07/01/2021,Vlieghuis (RWE),Netherlands,Germany,N/A
08/01/2021,Vlieghuis (RWE),Netherlands,Germany,N/A
09/01/2021,Vlieghuis (RWE),Netherlands,Germany,N/A
10/01/2021,Vlieghuis (RWE),Netherlands,Germany,N/A
11/01/2021,Vlieghuis (RWE),Netherlands,Germany,N/A
12/01/2021,Vlieghuis (RWE),Netherlands,Germany,N/A
01/01/2022,Vlieghuis (RWE),Netherlands,Germany,N/A
02/01/2022,Vlieghuis (RWE),Netherlands,Germany,N/A
03/01/2022,Vlieghuis (RWE),Netherlands,Germany,N/A
04/01/2022,Vlieghuis (RWE),Netherlands,Germany,N/A
05/01/2022,Vlieghuis (RWE),Netherlands,Germany,N/A
06/01/2022,Vlieghuis (RWE),Netherlands,Germany,N/A
07/01/2022,Vlieghuis (RWE),Netherlands,Germany,N/A
08/01/2022,Vlieghuis (RWE),Netherlands,Germany,N/A
09/01/2022,Vlieghuis (RWE),Netherlands,Germany,N/A
10/01/2022,Vlieghuis (RWE),Netherlands,Germany,N/A
11/01/2022,Vlieghuis (RWE),Netherlands,Germany,N/A
12/01/2022,Vlieghuis (RWE),Netherlands,Germany,N/A
10/01/2008,Waidhaus,Czech Republic,Germany,508
11/01/2008,Waidhaus,Czech Republic,Germany,298
12/01/2008,Waidhaus,Czech Republic,Germany,1641
01/01/2009,Waidhaus,Czech Republic,Germany,1060
02/01/2009,Waidhaus,Czech Republic,Germany,771
03/01/2009,Waidhaus,Czech Republic,Germany,1560
04/01/2009,Waidhaus,Czech Republic,Germany,1070
05/01/2009,Waidhaus,Czech Republic,Germany,1643
06/01/2009,Waidhaus,Czech Republic,Germany,1935
07/01/2009,Waidhaus,Czech Republic,Germany,1649
08/01/2009,Waidhaus,Czech Republic,Germany,1567
09/01/2009,Waidhaus,Czech Republic,Germany,2023
10/01/2009,Waidhaus,Czech Republic,Germany,2655
11/01/2009,Waidhaus,Czech Republic,Germany,2470
12/01/2009,Waidhaus,Czech Republic,Germany,2506
01/01/2010,Waidhaus,Czech Republic,Germany,2497
02/01/2010,Waidhaus,Czech Republic,Germany,2378
03/01/2010,Waidhaus,Czech Republic,Germany,2443
04/01/2010,Waidhaus,Czech Republic,Germany,2385
05/01/2010,Waidhaus,Czech Republic,Germany,2144
06/01/2010,Waidhaus,Czech Republic,Germany,1714
07/01/2010,Waidhaus,Czech Republic,Germany,1806
08/01/2010,Waidhaus,Czech Republic,Germany,1013
09/01/2010,Waidhaus,Czech Republic,Germany,1557
10/01/2010,Waidhaus,Czech Republic,Germany,1511
11/01/2010,Waidhaus,Czech Republic,Germany,1531
12/01/2010,Waidhaus,Czech Republic,Germany,1960
01/01/2011,Waidhaus,Czech Republic,Germany,2381
02/01/2011,Waidhaus,Czech Republic,Germany,2099
03/01/2011,Waidhaus,Czech Republic,Germany,2633
04/01/2011,Waidhaus,Czech Republic,Germany,2451
05/01/2011,Waidhaus,Czech Republic,Germany,2301
06/01/2011,Waidhaus,Czech Republic,Germany,1536
07/01/2011,Waidhaus,Czech Republic,Germany,1800
08/01/2011,Waidhaus,Czech Republic,Germany,1295
09/01/2011,Waidhaus,Czech Republic,Germany,1196
10/01/2011,Waidhaus,Czech Republic,Germany,1140
11/01/2011,Waidhaus,Czech Republic,Germany,1720
12/01/2011,Waidhaus,Czech Republic,Germany,1667
01/01/2012,Waidhaus,Czech Republic,Germany,2120
02/01/2012,Waidhaus,Czech Republic,Germany,1841
03/01/2012,Waidhaus,Czech Republic,Germany,1459
04/01/2012,Waidhaus,Czech Republic,Germany,2307
05/01/2012,Waidhaus,Czech Republic,Germany,2117
06/01/2012,Waidhaus,Czech Republic,Germany,1306
07/01/2012,Waidhaus,Czech Republic,Germany,1785
08/01/2012,Waidhaus,Czech Republic,Germany,1540
09/01/2012,Waidhaus,Czech Republic,Germany,2120
10/01/2012,Waidhaus,Czech Republic,Germany,1755
11/01/2012,Waidhaus,Czech Republic,Germany,1348
12/01/2012,Waidhaus,Czech Republic,Germany,2335
01/01/2013,Waidhaus,Czech Republic,Germany,1289
02/01/2013,Waidhaus,Czech Republic,Germany,1419
03/01/2013,Waidhaus,Czech Republic,Germany,2080
04/01/2013,Waidhaus,Czech Republic,Germany,2141
05/01/2013,Waidhaus,Czech Republic,Germany,2083
06/01/2013,Waidhaus,Czech Republic,Germany,2046
07/01/2013,Waidhaus,Czech Republic,Germany,2112
08/01/2013,Waidhaus,Czech Republic,Germany,1996
09/01/2013,Waidhaus,Czech Republic,Germany,1849
10/01/2013,Waidhaus,Czech Republic,Germany,1851
11/01/2013,Waidhaus,Czech Republic,Germany,2042
12/01/2013,Waidhaus,Czech Republic,Germany,2400
01/01/2014,Waidhaus,Czech Republic,Germany,2205
02/01/2014,Waidhaus,Czech Republic,Germany,1848
03/01/2014,Waidhaus,Czech Republic,Germany,1431
04/01/2014,Waidhaus,Czech Republic,Germany,1186
05/01/2014,Waidhaus,Czech Republic,Germany,1256
06/01/2014,Waidhaus,Czech Republic,Germany,1638
07/01/2014,Waidhaus,Czech Republic,Germany,1225
08/01/2014,Waidhaus,Czech Republic,Germany,1274
09/01/2014,Waidhaus,Czech Republic,Germany,1450
10/01/2014,Waidhaus,Czech Republic,Germany,1413
11/01/2014,Waidhaus,Czech Republic,Germany,1230
12/01/2014,Waidhaus,Czech Republic,Germany,1662
01/01/2015,Waidhaus,Czech Republic,Germany,1233
02/01/2015,Waidhaus,Czech Republic,Germany,809
03/01/2015,Waidhaus,Czech Republic,Germany,1523
04/01/2015,Waidhaus,Czech Republic,Germany,1479
05/01/2015,Waidhaus,Czech Republic,Germany,1796
06/01/2015,Waidhaus,Czech Republic,Germany,1173
07/01/2015,Waidhaus,Czech Republic,Germany,1742
08/01/2015,Waidhaus,Czech Republic,Germany,748
09/01/2015,Waidhaus,Czech Republic,Germany,996
10/01/2015,Waidhaus,Czech Republic,Germany,1405
11/01/2015,Waidhaus,Czech Republic,Germany,1670
12/01/2015,Waidhaus,Czech Republic,Germany,1758
01/01/2016,Waidhaus,Czech Republic,Germany,1752
02/01/2016,Waidhaus,Czech Republic,Germany,1831
03/01/2016,Waidhaus,Czech Republic,Germany,2149
04/01/2016,Waidhaus,Czech Republic,Germany,1937
05/01/2016,Waidhaus,Czech Republic,Germany,1486
06/01/2016,Waidhaus,Czech Republic,Germany,1445
07/01/2016,Waidhaus,Czech Republic,Germany,1255
08/01/2016,Waidhaus,Czech Republic,Germany,1408
09/01/2016,Waidhaus,Czech Republic,Germany,1555
10/01/2016,Waidhaus,Czech Republic,Germany,2309
11/01/2016,Waidhaus,Czech Republic,Germany,2415
12/01/2016,Waidhaus,Czech Republic,Germany,2471
01/01/2017,Waidhaus,Czech Republic,Germany,2465
02/01/2017,Waidhaus,Czech Republic,Germany,2068
03/01/2017,Waidhaus,Czech Republic,Germany,2032
04/01/2017,Waidhaus,Czech Republic,Germany,1836
05/01/2017,Waidhaus,Czech Republic,Germany,1589
06/01/2017,Waidhaus,Czech Republic,Germany,795
07/01/2017,Waidhaus,Czech Republic,Germany,1100
08/01/2017,Waidhaus,Czech Republic,Germany,1384
09/01/2017,Waidhaus,Czech Republic,Germany,1824
10/01/2017,Waidhaus,Czech Republic,Germany,2276
11/01/2017,Waidhaus,Czech Republic,Germany,2298
12/01/2017,Waidhaus,Czech Republic,Germany,2490
01/01/2018,Waidhaus,Czech Republic,Germany,2360
02/01/2018,Waidhaus,Czech Republic,Germany,2184
03/01/2018,Waidhaus,Czech Republic,Germany,2429
04/01/2018,Waidhaus,Czech Republic,Germany,2557
05/01/2018,Waidhaus,Czech Republic,Germany,2350
06/01/2018,Waidhaus,Czech Republic,Germany,2281
07/01/2018,Waidhaus,Czech Republic,Germany,1841
08/01/2018,Waidhaus,Czech Republic,Germany,2300
09/01/2018,Waidhaus,Czech Republic,Germany,2147
10/01/2018,Waidhaus,Czech Republic,Germany,2191
11/01/2018,Waidhaus,Czech Republic,Germany,2406
12/01/2018,Waidhaus,Czech Republic,Germany,2299
01/01/2019,Waidhaus,Czech Republic,Germany,2471
02/01/2019,Waidhaus,Czech Republic,Germany,2034
03/01/2019,Waidhaus,Czech Republic,Germany,2042
04/01/2019,Waidhaus,Czech Republic,Germany,2092
05/01/2019,Waidhaus,Czech Republic,Germany,1709
06/01/2019,Waidhaus,Czech Republic,Germany,1706
07/01/2019,Waidhaus,Czech Republic,Germany,862
08/01/2019,Waidhaus,Czech Republic,Germany,1536
09/01/2019,Waidhaus,Czech Republic,Germany,1891
10/01/2019,Waidhaus,Czech Republic,Germany,1548
11/01/2019,Waidhaus,Czech Republic,Germany,1761
12/01/2019,Waidhaus,Czech Republic,Germany,1870
01/01/2020,Waidhaus,Czech Republic,Germany,2102
02/01/2020,Waidhaus,Czech Republic,Germany,1932
03/01/2020,Waidhaus,Czech Republic,Germany,1743
04/01/2020,Waidhaus,Czech Republic,Germany,1374
05/01/2020,Waidhaus,Czech Republic,Germany,1211
06/01/2020,Waidhaus,Czech Republic,Germany,1481
07/01/2020,Waidhaus,Czech Republic,Germany,1044
08/01/2020,Waidhaus,Czech Republic,Germany,1298
09/01/2020,Waidhaus,Czech Republic,Germany,2072
10/01/2020,Waidhaus,Czech Republic,Germany,2394
11/01/2020,Waidhaus,Czech Republic,Germany,2419
12/01/2020,Waidhaus,Czech Republic,Germany,2403
01/01/2021,Waidhaus,Czech Republic,Germany,2332
02/01/2021,Waidhaus,Czech Republic,Germany,2075
03/01/2021,Waidhaus,Czech Republic,Germany,2346
04/01/2021,Waidhaus,Czech Republic,Germany,2381
05/01/2021,Waidhaus,Czech Republic,Germany,2378
06/01/2021,Waidhaus,Czech Republic,Germany,2152
07/01/2021,Waidhaus,Czech Republic,Germany,1829
08/01/2021,Waidhaus,Czech Republic,Germany,2033
09/01/2021,Waidhaus,Czech Republic,Germany,2026
10/01/2021,Waidhaus,Czech Republic,Germany,1548
11/01/2021,Waidhaus,Czech Republic,Germany,1914
12/01/2021,Waidhaus,Czech Republic,Germany,1914
01/01/2022,Waidhaus,Czech Republic,Germany,1878
02/01/2022,Waidhaus,Czech Republic,Germany,1696
03/01/2022,Waidhaus,Czech Republic,Germany,1878
04/01/2022,Waidhaus,Czech Republic,Germany,1861
05/01/2022,Waidhaus,Czech Republic,Germany,1516
06/01/2022,Waidhaus,Czech Republic,Germany,1129
07/01/2022,Waidhaus,Czech Republic,Germany,403
08/01/2022,Waidhaus,Czech Republic,Germany,391
09/01/2022,Waidhaus,Czech Republic,Germany,163
10/01/2022,Waidhaus,Czech Republic,Germany,1
11/01/2022,Waidhaus,Czech Republic,Germany,0
12/01/2022,Waidhaus,Czech Republic,Germany,7
10/01/2008,Winterswijk,Netherlands,Germany,481
11/01/2008,Winterswijk,Netherlands,Germany,438
12/01/2008,Winterswijk,Netherlands,Germany,656
01/01/2009,Winterswijk,Netherlands,Germany,995
02/01/2009,Winterswijk,Netherlands,Germany,849
03/01/2009,Winterswijk,Netherlands,Germany,401
04/01/2009,Winterswijk,Netherlands,Germany,0
05/01/2009,Winterswijk,Netherlands,Germany,0
06/01/2009,Winterswijk,Netherlands,Germany,0
07/01/2009,Winterswijk,Netherlands,Germany,0
08/01/2009,Winterswijk,Netherlands,Germany,0
09/01/2009,Winterswijk,Netherlands,Germany,0
10/01/2009,Winterswijk,Netherlands,Germany,419
11/01/2009,Winterswijk,Netherlands,Germany,438
12/01/2009,Winterswijk,Netherlands,Germany,827
01/01/2010,Winterswijk,Netherlands,Germany,980
02/01/2010,Winterswijk,Netherlands,Germany,865
03/01/2010,Winterswijk,Netherlands,Germany,795
04/01/2010,Winterswijk,Netherlands,Germany,490
05/01/2010,Winterswijk,Netherlands,Germany,341
06/01/2010,Winterswijk,Netherlands,Germany,387
07/01/2010,Winterswijk,Netherlands,Germany,419
08/01/2010,Winterswijk,Netherlands,Germany,432
09/01/2010,Winterswijk,Netherlands,Germany,261
10/01/2010,Winterswijk,Netherlands,Germany,761
11/01/2010,Winterswijk,Netherlands,Germany,675
12/01/2010,Winterswijk,Netherlands,Germany,1019
01/01/2011,Winterswijk,Netherlands,Germany,859
02/01/2011,Winterswijk,Netherlands,Germany,747
03/01/2011,Winterswijk,Netherlands,Germany,644
04/01/2011,Winterswijk,Netherlands,Germany,411
05/01/2011,Winterswijk,Netherlands,Germany,244
06/01/2011,Winterswijk,Netherlands,Germany,186
07/01/2011,Winterswijk,Netherlands,Germany,231
08/01/2011,Winterswijk,Netherlands,Germany,269
09/01/2011,Winterswijk,Netherlands,Germany,220
10/01/2011,Winterswijk,Netherlands,Germany,547
11/01/2011,Winterswijk,Netherlands,Germany,684
12/01/2011,Winterswijk,Netherlands,Germany,719
01/01/2012,Winterswijk,Netherlands,Germany,825
02/01/2012,Winterswijk,Netherlands,Germany,914
03/01/2012,Winterswijk,Netherlands,Germany,716
04/01/2012,Winterswijk,Netherlands,Germany,605
05/01/2012,Winterswijk,Netherlands,Germany,307
06/01/2012,Winterswijk,Netherlands,Germany,251
07/01/2012,Winterswijk,Netherlands,Germany,327
08/01/2012,Winterswijk,Netherlands,Germany,291
09/01/2012,Winterswijk,Netherlands,Germany,383
10/01/2012,Winterswijk,Netherlands,Germany,649
11/01/2012,Winterswijk,Netherlands,Germany,831
12/01/2012,Winterswijk,Netherlands,Germany,891
01/01/2013,Winterswijk,Netherlands,Germany,1553
02/01/2013,Winterswijk,Netherlands,Germany,1588
03/01/2013,Winterswijk,Netherlands,Germany,1636
04/01/2013,Winterswijk,Netherlands,Germany,905
05/01/2013,Winterswijk,Netherlands,Germany,420
06/01/2013,Winterswijk,Netherlands,Germany,260
07/01/2013,Winterswijk,Netherlands,Germany,136
08/01/2013,Winterswijk,Netherlands,Germany,145
09/01/2013,Winterswijk,Netherlands,Germany,361
10/01/2013,Winterswijk,Netherlands,Germany,422
11/01/2013,Winterswijk,Netherlands,Germany,585
12/01/2013,Winterswijk,Netherlands,Germany,670
01/01/2014,Winterswijk,Netherlands,Germany,585
02/01/2014,Winterswijk,Netherlands,Germany,351
03/01/2014,Winterswijk,Netherlands,Germany,318
04/01/2014,Winterswijk,Netherlands,Germany,308
05/01/2014,Winterswijk,Netherlands,Germany,374
06/01/2014,Winterswijk,Netherlands,Germany,175
07/01/2014,Winterswijk,Netherlands,Germany,293
08/01/2014,Winterswijk,Netherlands,Germany,143
09/01/2014,Winterswijk,Netherlands,Germany,118
10/01/2014,Winterswijk,Netherlands,Germany,273
11/01/2014,Winterswijk,Netherlands,Germany,448
12/01/2014,Winterswijk,Netherlands,Germany,609
01/01/2015,Winterswijk,Netherlands,Germany,677
02/01/2015,Winterswijk,Netherlands,Germany,742
03/01/2015,Winterswijk,Netherlands,Germany,394
04/01/2015,Winterswijk,Netherlands,Germany,378
05/01/2015,Winterswijk,Netherlands,Germany,264
06/01/2015,Winterswijk,Netherlands,Germany,198
07/01/2015,Winterswijk,Netherlands,Germany,187
08/01/2015,Winterswijk,Netherlands,Germany,147
09/01/2015,Winterswijk,Netherlands,Germany,332
10/01/2015,Winterswijk,Netherlands,Germany,447
11/01/2015,Winterswijk,Netherlands,Germany,556
12/01/2015,Winterswijk,Netherlands,Germany,552
01/01/2016,Winterswijk,Netherlands,Germany,719
02/01/2016,Winterswijk,Netherlands,Germany,754
03/01/2016,Winterswijk,Netherlands,Germany,669
04/01/2016,Winterswijk,Netherlands,Germany,507
05/01/2016,Winterswijk,Netherlands,Germany,496
06/01/2016,Winterswijk,Netherlands,Germany,421
07/01/2016,Winterswijk,Netherlands,Germany,449
08/01/2016,Winterswijk,Netherlands,Germany,475
09/01/2016,Winterswijk,Netherlands,Germany,487
10/01/2016,Winterswijk,Netherlands,Germany,536
11/01/2016,Winterswijk,Netherlands,Germany,571
12/01/2016,Winterswijk,Netherlands,Germany,834
01/01/2017,Winterswijk,Netherlands,Germany,947
02/01/2017,Winterswijk,Netherlands,Germany,709
03/01/2017,Winterswijk,Netherlands,Germany,597
04/01/2017,Winterswijk,Netherlands,Germany,557
05/01/2017,Winterswijk,Netherlands,Germany,429
06/01/2017,Winterswijk,Netherlands,Germany,452
07/01/2017,Winterswijk,Netherlands,Germany,399
08/01/2017,Winterswijk,Netherlands,Germany,436
09/01/2017,Winterswijk,Netherlands,Germany,486
10/01/2017,Winterswijk,Netherlands,Germany,412
11/01/2017,Winterswijk,Netherlands,Germany,722
12/01/2017,Winterswijk,Netherlands,Germany,852
01/01/2018,Winterswijk,Netherlands,Germany,807
02/01/2018,Winterswijk,Netherlands,Germany,807
03/01/2018,Winterswijk,Netherlands,Germany,761
04/01/2018,Winterswijk,Netherlands,Germany,547
05/01/2018,Winterswijk,Netherlands,Germany,505
06/01/2018,Winterswijk,Netherlands,Germany,403
07/01/2018,Winterswijk,Netherlands,Germany,352
08/01/2018,Winterswijk,Netherlands,Germany,441
09/01/2018,Winterswijk,Netherlands,Germany,365
10/01/2018,Winterswijk,Netherlands,Germany,524
11/01/2018,Winterswijk,Netherlands,Germany,671
12/01/2018,Winterswijk,Netherlands,Germany,750
01/01/2019,Winterswijk,Netherlands,Germany,887
02/01/2019,Winterswijk,Netherlands,Germany,679
03/01/2019,Winterswijk,Netherlands,Germany,656
04/01/2019,Winterswijk,Netherlands,Germany,535
05/01/2019,Winterswijk,Netherlands,Germany,476
06/01/2019,Winterswijk,Netherlands,Germany,259
07/01/2019,Winterswijk,Netherlands,Germany,66
08/01/2019,Winterswijk,Netherlands,Germany,231
09/01/2019,Winterswijk,Netherlands,Germany,427
10/01/2019,Winterswijk,Netherlands,Germany,438
11/01/2019,Winterswijk,Netherlands,Germany,719
12/01/2019,Winterswijk,Netherlands,Germany,659
01/01/2020,Winterswijk,Netherlands,Germany,731
02/01/2020,Winterswijk,Netherlands,Germany,574
03/01/2020,Winterswijk,Netherlands,Germany,601
04/01/2020,Winterswijk,Netherlands,Germany,194
05/01/2020,Winterswijk,Netherlands,Germany,513
06/01/2020,Winterswijk,Netherlands,Germany,408
07/01/2020,Winterswijk,Netherlands,Germany,395
08/01/2020,Winterswijk,Netherlands,Germany,178
09/01/2020,Winterswijk,Netherlands,Germany,428
10/01/2020,Winterswijk,Netherlands,Germany,434
11/01/2020,Winterswijk,Netherlands,Germany,436
12/01/2020,Winterswijk,Netherlands,Germany,521
01/01/2021,Winterswijk,Netherlands,Germany,563
02/01/2021,Winterswijk,Netherlands,Germany,616
03/01/2021,Winterswijk,Netherlands,Germany,571
04/01/2021,Winterswijk,Netherlands,Germany,468
05/01/2021,Winterswijk,Netherlands,Germany,454
06/01/2021,Winterswijk,Netherlands,Germany,312
07/01/2021,Winterswijk,Netherlands,Germany,440
08/01/2021,Winterswijk,Netherlands,Germany,466
09/01/2021,Winterswijk,Netherlands,Germany,427
10/01/2021,Winterswijk,Netherlands,Germany,435
11/01/2021,Winterswijk,Netherlands,Germany,492
12/01/2021,Winterswijk,Netherlands,Germany,484
01/01/2022,Winterswijk,Netherlands,Germany,513
02/01/2022,Winterswijk,Netherlands,Germany,445
03/01/2022,Winterswijk,Netherlands,Germany,378
04/01/2022,Winterswijk,Netherlands,Germany,416
05/01/2022,Winterswijk,Netherlands,Germany,289
06/01/2022,Winterswijk,Netherlands,Germany,134
07/01/2022,Winterswijk,Netherlands,Germany,114
08/01/2022,Winterswijk,Netherlands,Germany,44
09/01/2022,Winterswijk,Netherlands,Germany,177
10/01/2022,Winterswijk,Netherlands,Germany,329
11/01/2022,Winterswijk,Netherlands,Germany,337
12/01/2022,Winterswijk,Netherlands,Germany,478
10/01/2008,Zevenaar,Netherlands,Germany,0
11/01/2008,Zevenaar,Netherlands,Germany,0
12/01/2008,Zevenaar,Netherlands,Germany,0
01/01/2009,Zevenaar,Netherlands,Germany,0
02/01/2009,Zevenaar,Netherlands,Germany,0
03/01/2009,Zevenaar,Netherlands,Germany,0
04/01/2009,Zevenaar,Netherlands,Germany,0
05/01/2009,Zevenaar,Netherlands,Germany,0
06/01/2009,Zevenaar,Netherlands,Germany,0
07/01/2009,Zevenaar,Netherlands,Germany,0
08/01/2009,Zevenaar,Netherlands,Germany,0
09/01/2009,Zevenaar,Netherlands,Germany,0
10/01/2009,Zevenaar,Netherlands,Germany,544
11/01/2009,Zevenaar,Netherlands,Germany,986
12/01/2009,Zevenaar,Netherlands,Germany,1412
01/01/2010,Zevenaar,Netherlands,Germany,0
02/01/2010,Zevenaar,Netherlands,Germany,0
03/01/2010,Zevenaar,Netherlands,Germany,0
04/01/2010,Zevenaar,Netherlands,Germany,0
05/01/2010,Zevenaar,Netherlands,Germany,0
06/01/2010,Zevenaar,Netherlands,Germany,0
07/01/2010,Zevenaar,Netherlands,Germany,0
08/01/2010,Zevenaar,Netherlands,Germany,0
09/01/2010,Zevenaar,Netherlands,Germany,0
10/01/2010,Zevenaar,Netherlands,Germany,0
11/01/2010,Zevenaar,Netherlands,Germany,951
12/01/2010,Zevenaar,Netherlands,Germany,68
01/01/2011,Zevenaar,Netherlands,Germany,602
02/01/2011,Zevenaar,Netherlands,Germany,739
03/01/2011,Zevenaar,Netherlands,Germany,1280
04/01/2011,Zevenaar,Netherlands,Germany,795
05/01/2011,Zevenaar,Netherlands,Germany,385
06/01/2011,Zevenaar,Netherlands,Germany,299
07/01/2011,Zevenaar,Netherlands,Germany,344
08/01/2011,Zevenaar,Netherlands,Germany,321
09/01/2011,Zevenaar,Netherlands,Germany,74
10/01/2011,Zevenaar,Netherlands,Germany,675
11/01/2011,Zevenaar,Netherlands,Germany,747
12/01/2011,Zevenaar,Netherlands,Germany,1403
01/01/2012,Zevenaar,Netherlands,Germany,1418
02/01/2012,Zevenaar,Netherlands,Germany,1496
